pedido_id;data;produto;categoria;quantidade;valor_unitario;canal
P10394;25/5/2026;Bermuda tactel;vestuario;3;69.90;site
P10395;2026-02-07;MOCHILA URBANA;ACESSORIOS;4;189.00;loja
P10396;2026-06-15;Meia kit 3;vestuario;2;24,50;loja
P10397;14/3/2026;Chinelo slide;calcados;5;R$ 39,90;loja
P10398;20/02/2026;Calça jeans;vestuario;2;129,90;marketplace
P10399;13/02/2026;Chinelo slide;calcados;4;R$ 39,90;marketplace
P10400;25-02-26;Óculos de sol;acessorios;5;149,00;marketplace
P10401;15/3/2026;Meia kit 3;vestuario;3;24,50;marketplace
P10402;2026-05-21;Meia kit 3;vestuario;2;24,50;marketplace
P10403;24-02-26;Tênis corrida;calcados;3;299,00;loja
P10404;2026-01-12;Chinelo slide;calcados;3;39,90;site
P10405;05/01/2026;Tênis corrida;calcados;2;299.00;site
P10406;15-02-26;Meia kit 3;vestuario;3;24,50;loja
P10407;27/4/2026;Mochila urbana;ACESSORIOS;3;189,00;site
P10408;2026-02-21;Calça jeans;VESTUARIO;2;129,90;site
P10409;12-01-26;Tênis corrida;calcados;2;299.00;marketplace
P10410;15/5/2026;BERMUDA TACTEL;vestuario;5;69,90;site
P10411;05-05-26;Tênis corrida;calcados;5;299.00;site
P10412;18/05/2026;Bermuda tactel
P10413;13-06-26;Chinelo slide;calcados;3;R$ 39,90;marketplace
P10092;8/1/2026;Boné aba reta;acessorios;1;R$ 59,90;loja
P10414;15-03-26;Boné aba reta;ACESSORIOS;5;R$ 59,90;loja
P10415;16/4/2026;Mochila urbana;acessorios;2;189.00;site
P10416;26/03/2026;Óculos de sol;acessorios;2;149,00;loja
P10417;02-04-26;Camiseta básica;vestuario;2;49.90;site
P10418;23/5/2026;Camiseta básica;VESTUARIO;2;49,90;loja
P10419;5/2/2026;Meia kit 3;vestuario;5;24,50;loja
P10420;17/06/2026;Tênis corrida;calcados;5;R$ 299,00;site
P10421;2026-01-16;ÓCULOS DE SOL;  acessorios ;1;149,00;loja
P10422;2026-02-23;ÓCULOS DE SOL;  acessorios ;5;R$ 149,00;loja
P10423;2026-05-16;BONÉ ABA RETA;ACESSORIOS;4;59.90;marketplace
P10424;2026-01-09;Óculos de sol;acessorios;4;149,00;site
P10425;24/6/2026;Mochila urbana;  acessorios ;5;189.00;marketplace
P10426;07/01/2026;MOCHILA URBANA;  acessorios ;1;R$ 189,00;site
P10427;21/04/2026;Camiseta básica;vestuario;4;49,90;site
P10428;27-02-26;Mochila urbana;acessorios;1;189,00;marketplace
P10429;2026-01-02;Mochila urbana;  acessorios ;1;189.00;site
P10430;2026-06-12;Jaqueta corta-vento;vestuario;5;219.90;marketplace
P10431;19-06-26;Meia kit 3;vestuario;2;24,50;loja
P10432;2026-06-23;Boné aba reta;acessorios;4;R$ 59,90;loja
P10433;2026-05-11;Boné aba reta;acessorios;5;59,90;site
P10434;28-06-26;Chinelo slide;calcados;1;39.90;marketplace
P10435;2026-06-15;Chinelo slide;calcados;4;39,90;marketplace
P10436;10-01-26;Óculos de sol;acessorios;2;R$ 149,00;marketplace
P10156;2026-02-08;Tênis corrida;calcados;5;R$ 299,00;site
P10437;17/2/2026;Óculos de sol;acessorios;5;149.00;loja
P10438;18/04/2026;Meia kit 3;vestuario;4;24,50;marketplace
P10439;2026-05-16;Óculos de sol;acessorios;1;149,00;loja
P10440;17/03/2026;Meia kit 3;vestuario;1;24.50;site
P10441;2026-04-05;Bermuda tactel;  vestuario ;3;R$ 69,90;loja
P10442;9/5/2026;Boné aba reta;acessorios;1;59.90;site
P10443;11/05/2026;Meia kit 3;vestuario;4;24,50;loja
P10444;17-03-26;BERMUDA TACTEL;vestuario;3;69.90;site
P10445;10/01/2026;Chinelo slide;calcados;2;39,90;site
P10446;06-03-26;Chinelo slide;calcados;1;39.90;loja
P10447;22/3/2026;Jaqueta corta-vento;vestuario;3;219.90;marketplace
P10448;2026-01-21;Meia kit 3;vestuario;4;24,50;marketplace
P10449;25/3/2026;Óculos de sol;acessorios;4;149,00;loja
P10450;22-03-26;Meia kit 3;vestuario;5;R$ 24,50;marketplace
P10451;18-06-26;Meia kit 3;vestuario;2;R$ 24,50;site
P10452;05/01/2026;Chinelo slide;calcados;3;39.90;site
P10453;2026-03-24;Jaqueta corta-vento;vestuario;1;219.90;marketplace
P10454;02/03/2026;Bermuda tactel;vestuario;5;R$ 69,90;loja
P10455;07-05-26;Tênis corrida;calcados;1;299,00;loja
P10456;13-06-26;Mochila urbana;acessorios;3;189,00;loja
P10457;26/3/2026;Camiseta básica;vestuario;2;49,90;loja
P10458;08-03-26;BONÉ ABA RETA;acessorios;5;R$ 59,90;site
P10459;22/1/2026;Chinelo slide;calcados;4;39,90;marketplace
P10460;28/2/2026;Bermuda tactel;vestuario;4;69.90;marketplace
P10461;2026-03-21;Tênis corrida;calcados;4;299,00;loja
P10462;2026-04-05;Chinelo slide;calcados;5;39,90;marketplace
P10201;02-04-26;Camiseta básica;vestuario;4;R$ 49,90;site
P10463;09-05-26;Bermuda tactel;VESTUARIO;5;R$ 69,90;marketplace
P10464;10/06/2026;Óculos de sol
P10133;2026-02-20;Jaqueta corta-vento;  vestuario ;4;219.90;loja
P10465;2026-05-12;Jaqueta corta-vento;vestuario;3;R$ 219,90;site
P10466;2026-04-08;Chinelo slide;calcados;4;39,90;marketplace
P10467;2026-02-01;Calça jeans;vestuario;4;129,90;marketplace
P10468;23/03/2026;Mochila urbana;acessorios;1;189,00;marketplace
P10469;2026-04-24;Tênis corrida;CALCADOS;5;299,00;site
P10470;26-05-26;Bermuda tactel;vestuario;3;R$ 69,90;site
P10471;2026-02-27;Calça jeans;  vestuario ;2;129.90;loja
P10472;4/3/2026;BONÉ ABA RETA;acessorios;4;59,90;marketplace
P10473;12/2/2026;Chinelo slide;CALCADOS;3;R$ 39,90;site
P10474;7/2/2026;Mochila urbana;acessorios;5;R$ 189,00;marketplace
P10475;2026-02-04;Chinelo slide;CALCADOS;2;39.90;loja
P10476;26-06-26;Óculos de sol;  acessorios ;4;149.00;loja
P10477;19/6/2026;Calça jeans;VESTUARIO;4;129.90;loja
P10478;06/05/2026;Tênis corrida;calcados;3;299,00;loja
P10291;14/04/2026;Jaqueta corta-vento;vestuario;4;R$ 219,90;marketplace
P10479;05-04-26;Mochila urbana;acessorios;3;R$ 189,00;site
P10480;21-03-26;Tênis corrida;calcados;5;299.00;marketplace
P10481;02/05/2026;Tênis corrida;calcados;4;299,00;marketplace
P10482;2026-03-05;Meia kit 3;VESTUARIO;4;R$ 24,50;loja
P10483;11/05/2026;Óculos de sol;acessorios;5;149,00;site
P10484;2026-01-28;Mochila urbana;acessorios;5;189,00;loja
P10485;20/1/2026;Mochila urbana;acessorios;5;189,00;marketplace
P10486;2026-01-09;Boné aba reta;acessorios;4;59.90;site
P10487;06-04-26;Tênis corrida;calcados;5;299.00;marketplace
P10488;2026-03-18;Tênis corrida;calcados;4;299,00;site
P10489;21-01-26;Meia kit 3;vestuario;5;24,50;site
P10490;13-03-26;Camiseta básica;vestuario;2;49,90;loja
P10491;09/01/2026;Calça jeans;vestuario;2;129,90;marketplace
P10492;2026-02-18;Meia kit 3;  vestuario ;2;24,50;site
P10493;26/3/2026;Tênis corrida;  calcados ;2;299,00;site
P10494;13-02-26;Chinelo slide;CALCADOS;4;R$ 39,90;site
P10495;21-02-26;JAQUETA CORTA-VENTO;VESTUARIO;4;219,90;loja
P10496;2026-05-13;Camiseta básica;vestuario;5;49,90;site
P10497;14/3/2026;JAQUETA CORTA-VENTO;vestuario;2;219,90;marketplace
P10498;1/1/2026;BERMUDA TACTEL;vestuario;4;R$ 69,90;loja
P10499;23/01/2026;Mochila urbana;acessorios;4;189,00;loja
P10500;19/06/2026;Mochila urbana;  acessorios ;2;189.00;loja
P10501;17/02/2026;Camiseta básica;vestuario;3;R$ 49,90;loja
P10502;09-03-26;Bermuda tactel;vestuario;2;69.90;site
P10503;2026-03-04;Bermuda tactel;vestuario;4;69,90;marketplace
P10504;1/4/2026;Calça jeans;vestuario;5;129,90;site
P10505;01-01-26;Boné aba reta;acessorios;1;59,90;site
P10506;14/02/2026;Mochila urbana;  acessorios ;1;189.00;loja
P10507;2026-05-10;Bermuda tactel;VESTUARIO;2;69.90;loja
P10508;26/4/2026;Óculos de sol;acessorios;2;149.00;site
P10509;02/03/2026;Calça jeans;vestuario;3;129.90;marketplace
P10510;14/05/2026;Óculos de sol
P10511;05/03/2026;Calça jeans;  vestuario ;2;129.90;loja
P10512;13/04/2026;Jaqueta corta-vento;vestuario;1;R$ 219,90;site
P10513;28/03/2026;JAQUETA CORTA-VENTO;vestuario;3;219,90;marketplace
P10514;14-02-26;Boné aba reta;  acessorios ;3;59,90;site
P10515;26-03-26;Boné aba reta;ACESSORIOS;2;R$ 59,90;marketplace
P10516;11/5/2026;Meia kit 3;vestuario;4;24,50;site
P10517;1/5/2026;Boné aba reta;  acessorios ;4;59,90;site
P10518;03/06/2026;Mochila urbana;acessorios;2;189,00;loja
P10519;2026-04-24;Tênis corrida;calcados;1;299,00;loja
P10520;17/06/2026;Jaqueta corta-vento
P10521;2026-04-21;Camiseta básica;vestuario;2;49,90;site
P10522;05-02-26;Tênis corrida;CALCADOS;3;299.00;marketplace
P10523;24/02/2026;JAQUETA CORTA-VENTO;vestuario;4;219,90;site
P10524;19-01-26;Calça jeans;VESTUARIO;2;R$ 129,90;marketplace
P10525;06-02-26;Boné aba reta;acessorios;4;R$ 59,90;site
P10526;25/03/2026;Meia kit 3;vestuario;4;24,50;loja
P10527;2026-01-17;MOCHILA URBANA;acessorios;3;189,00;site
P10528;2026-05-15;Tênis corrida;calcados;5;299,00;site
P10529;11/02/2026;JAQUETA CORTA-VENTO;vestuario;1;219,90;site
P10530;24/05/2026;Boné aba reta;acessorios;1;59,90;marketplace
P10531;2026-02-12;CHINELO SLIDE;calcados;5;39,90;loja
P10532;28/04/2026;Chinelo slide;calcados;1;39,90;site
P10533;11/02/2026;Óculos de sol;acessorios;5;149,00;site
P10534;2026-03-18;Jaqueta corta-vento;VESTUARIO;4;R$ 219,90;loja
P10535;02/05/2026;Meia kit 3;vestuario;1;24,50;marketplace
P10536;25/04/2026;Meia kit 3;vestuario;2;24,50;marketplace
P10537;20-03-26;Bermuda tactel;vestuario;2;69.90;site
P10538;20-01-26;Bermuda tactel;vestuario;2;69,90;loja
P10539;10/03/2026;Calça jeans;vestuario;4;129.90;site
P10540;2026-02-05;Chinelo slide;calcados;4;R$ 39,90;marketplace
P10017;27/2/2026;Jaqueta corta-vento;  vestuario ;3;219,90;marketplace
P10541;07/06/2026;Mochila urbana;  acessorios ;4;189.00;marketplace
P10542;16-06-26;Tênis corrida;calcados;1;299,00;marketplace
P10543;28-01-26;Bermuda tactel;vestuario;3;69,90;marketplace
P10544;23/01/2026;Boné aba reta;ACESSORIOS;1;R$ 59,90;site
P10545;2026-05-05;Chinelo slide;calcados;5;39,90;loja
P10546;25/2/2026;Camiseta básica;vestuario;5;49,90;marketplace
P10547;27/05/2026;Camiseta básica;vestuario;4;49.90;site
P10548;4/2/2026;Óculos de sol;acessorios;3;R$ 149,00;site
P10549;08/05/2026;Óculos de sol;ACESSORIOS;3;R$ 149,00;site
P10550;2026-05-23;Mochila urbana;acessorios;4;189,00;marketplace
P10551;2026-06-21;ÓCULOS DE SOL;ACESSORIOS;5;R$ 149,00;loja
P10552;2026-02-27;Jaqueta corta-vento;VESTUARIO;2;219.90;marketplace
P10553;2026-04-01;Chinelo slide;calcados;2;R$ 39,90;loja
P10554;2026-04-01;Meia kit 3;vestuario;4;24,50;marketplace
P10555;16/4/2026;Camiseta básica;vestuario;2;49,90;site
P10556;2026-03-07;Bermuda tactel;vestuario;1;69,90;site
P10557;22/1/2026;Camiseta básica;vestuario;1;49.90;site
P10558;23/02/2026;Calça jeans;vestuario;1;129,90;marketplace
P10559;2026-06-18;Boné aba reta;  acessorios ;5;R$ 59,90;loja
P10560;26/06/2026;BONÉ ABA RETA;acessorios;2;59,90;marketplace
P10561;7/2/2026;Jaqueta corta-vento;vestuario;5;219,90;loja
P10562;26-02-26;Mochila urbana;acessorios;1;189,00;site
P10563;23/03/2026;Meia kit 3;  vestuario ;5;24.50;marketplace
P10564;05-04-26;Jaqueta corta-vento;vestuario;1;219.90;marketplace
P10565;06/06/2026;Mochila urbana;acessorios;4;189,00;site
P10566;02/03/2026;Mochila urbana;acessorios;2;189.00;marketplace
P10567;2026-03-05;Calça jeans;vestuario;1;129,90;marketplace
P10568;15/04/2026;Meia kit 3;vestuario;1;24.50;loja
P10569;20/02/2026;Boné aba reta;  acessorios ;3;59.90;site
P10570;26/5/2026;Chinelo slide;calcados;2;39.90;loja
P10571;06/06/2026;CHINELO SLIDE;CALCADOS;1;39,90;site
P10572;2026-03-22;Mochila urbana;ACESSORIOS;5;189,00;marketplace
P10573;25-03-26;Boné aba reta;acessorios;3;59,90;site
P10574;21/04/2026;Tênis corrida;calcados;1;299.00;site
P10575;02-06-26;Camiseta básica;vestuario;5;49,90;marketplace
P10576;24-05-26;Boné aba reta;acessorios;3;59,90;site
P10577;2026-01-01;Meia kit 3;vestuario;5;24,50;loja
P10578;25/03/2026;Calça jeans
P10579;22/06/2026;Camiseta básica
P10580;2026-05-19;Bermuda tactel;vestuario;3;69.90;marketplace
P10148;03-05-26;Chinelo slide;calcados;1;39,90;site
P10581;23-04-26;Chinelo slide;calcados;4;39,90;marketplace
P10582;28/5/2026;Tênis corrida;calcados;3;R$ 299,00;marketplace
P10583;03-04-26;Tênis corrida;calcados;4;R$ 299,00;loja
P10584;13/2/2026;Mochila urbana;acessorios;2;189,00;site
P10585;19-01-26;Meia kit 3;VESTUARIO;5;24,50;site
P10586;2026-04-03;Mochila urbana;acessorios;1;R$ 189,00;loja
P10587;21-03-26;Mochila urbana;acessorios;3;189,00;loja
P10588;2026-06-11;Mochila urbana;acessorios;3;189.00;site
P10589;09/01/2026;Mochila urbana;ACESSORIOS;3;189,00;loja
P10590;2026-05-24;Óculos de sol;acessorios;5;149,00;marketplace
P10591;23-05-26;Calça jeans;vestuario;3;129.90;marketplace
P10592;2026-04-10;Óculos de sol;ACESSORIOS;3;149,00;loja
P10593;28-05-26;CHINELO SLIDE;CALCADOS;1;R$ 39,90;marketplace
P10594;22/04/2026;Mochila urbana;acessorios;5;189.00;site
P10595;19/01/2026;Jaqueta corta-vento
P10596;08/04/2026;Chinelo slide;calcados;3;R$ 39,90;marketplace
P10597;16-04-26;Camiseta básica;vestuario;1;49,90;site
P10598;04/05/2026;Mochila urbana;acessorios;5;189,00;site
P10599;16/3/2026;Boné aba reta;acessorios;1;59.90;marketplace
P10600;07-02-26;Chinelo slide;calcados;1;39,90;loja
P10601;16/1/2026;Boné aba reta;  acessorios ;3;59,90;loja

P10602;2026-02-07;Óculos de sol;acessorios;3;149,00;loja
P10603;25/2/2026;Meia kit 3;vestuario;1;24,50;marketplace
P10604;2/5/2026;Óculos de sol;acessorios;2;149,00;site
P10605;04/04/2026;Boné aba reta;acessorios;3;59,90;marketplace
P10606;14/06/2026;Calça jeans;  vestuario ;4;129,90;loja
P10607;16-02-26;Tênis corrida;calcados;4;299,00;marketplace
P10608;13-04-26;Chinelo slide;calcados;2;39,90;site
P10609;26-02-26;Chinelo slide;CALCADOS;2;39,90;site
P10610;10/01/2026;Meia kit 3;VESTUARIO;2;R$ 24,50;marketplace
P10611;22/2/2026;Meia kit 3;vestuario;1;24,50;site
P10612;26-04-26;Bermuda tactel;  vestuario ;1;69,90;loja
P10613;2/2/2026;Chinelo slide;calcados;2;R$ 39,90;site
P10614;15-02-26;Boné aba reta;acessorios;2;59.90;marketplace
P10615;06-05-26;Calça jeans;vestuario;1;129,90;loja
P10616;2026-06-05;BERMUDA TACTEL;VESTUARIO;1;R$ 69,90;loja
P10617;26-02-26;Boné aba reta;acessorios;5;R$ 59,90;site
P10618;2026-02-18;Meia kit 3;vestuario;1;24.50;site
P10619;17/3/2026;Meia kit 3;vestuario;2;24,50;site
P10620;03/03/2026;Mochila urbana;acessorios;5;189,00;site
P10621;2026-01-19;Camiseta básica;vestuario;3;R$ 49,90;marketplace
P10622;11-05-26;Mochila urbana;acessorios;5;189,00;site
P10623;12/4/2026;MOCHILA URBANA;  acessorios ;2;R$ 189,00;site
P10624;28/2/2026;Chinelo slide;calcados;2;39.90;site
P10625;18/2/2026;Bermuda tactel;vestuario;5;69,90;site
P10626;2026-05-11;Bermuda tactel;vestuario;3;69.90;marketplace
P10627;23/04/2026;Jaqueta corta-vento;vestuario;5;219,90;site
P10628;03-01-26;Camiseta básica;vestuario;2;49.90;site
P10629;05/06/2026;Boné aba reta;acessorios;2;59,90;loja
P10630;10/2/2026;Óculos de sol;acessorios;1;149,00;loja
P10631;2026-04-25;Bermuda tactel;vestuario;4;69.90;loja
P10632;17/02/2026;Camiseta básica;vestuario;3;49.90;marketplace
P10633;2026-06-05;Calça jeans;  vestuario ;2;129,90;loja
P10634;11-02-26;Jaqueta corta-vento;VESTUARIO;2;219.90;site
P10635;23/05/2026;Camiseta básica
P10636;2026-02-16;Chinelo slide;calcados;3;39,90;site
P10637;2026-01-18;Mochila urbana;ACESSORIOS;4;189,00;site
P10638;2026-05-15;Boné aba reta;acessorios;2;59,90;loja
P10639;2026-01-16;Óculos de sol;  acessorios ;1;149,00;marketplace
P10640;19/05/2026;Bermuda tactel;vestuario;3;69.90;loja
P10641;1/1/2026;Óculos de sol;  acessorios ;3;149,00;loja
P10642;2026-01-22;Óculos de sol;acessorios;1;149,00;marketplace
P10643;07-06-26;Jaqueta corta-vento;VESTUARIO;5;219,90;site
P10644;28/02/2026;Bermuda tactel;vestuario;2;69.90;marketplace
P10645;2026-02-04;Jaqueta corta-vento;vestuario;2;219,90;loja
P10646;2026-03-26;Meia kit 3;vestuario;2;24,50;site
P10647;2026-01-23;Bermuda tactel;vestuario;2;R$ 69,90;marketplace
P10648;2026-04-21;Camiseta básica;vestuario;2;49,90;loja
P10649;3/2/2026;Jaqueta corta-vento;vestuario;3;219.90;loja
P10650;12/02/2026;Jaqueta corta-vento;vestuario;4;219,90;site
P10651;13/4/2026;Calça jeans;vestuario;1;129,90;loja
P10566;02/03/2026;Mochila urbana;acessorios;2;189.00;marketplace
P10652;9/6/2026;Meia kit 3;vestuario;2;24,50;marketplace
P10653;10-04-26;Chinelo slide;CALCADOS;3;39,90;marketplace
P10654;2026-02-13;Calça jeans;vestuario;2;129,90;site
P10655;24/1/2026;Bermuda tactel;VESTUARIO;1;69,90;site
P10656;2026-01-28;Jaqueta corta-vento;vestuario;3;219,90;site
P10657;2026-01-07;Óculos de sol;acessorios;3;149,00;marketplace
P10658;06/05/2026;Jaqueta corta-vento;  vestuario ;1;219,90;loja
P10659;20/4/2026;Jaqueta corta-vento;vestuario;2;219,90;loja
P10660;2026-04-15;Óculos de sol;acessorios;2;149,00;marketplace
P10661;25/03/2026;Mochila urbana
P10662;20/01/2026;Boné aba reta;acessorios;4;R$ 59,90;site
P10663;21/2/2026;Chinelo slide;calcados;1;R$ 39,90;site
P10664;2026-02-09;CHINELO SLIDE;CALCADOS;1;R$ 39,90;site
P10665;26-02-26;Boné aba reta;acessorios;3;R$ 59,90;loja
P10666;28/05/2026;MOCHILA URBANA;ACESSORIOS;2;189,00;loja
P10667;24/02/2026;Tênis corrida;calcados;4;299.00;site
P10668;01-05-26;MOCHILA URBANA;acessorios;3;189,00;marketplace
P10669;24/1/2026;Calça jeans;vestuario;4;129,90;loja
P10670;15-02-26;Camiseta básica;  vestuario ;5;49,90;loja
P10671;22/1/2026;Camiseta básica;vestuario;3;49.90;marketplace
P10672;10-04-26;Bermuda tactel;vestuario;2;R$ 69,90;marketplace
P10673;2026-02-21;Tênis corrida;CALCADOS;4;299,00;site
P10674;2026-06-04;Óculos de sol;acessorios;5;149.00;marketplace
P10675;2026-01-09;Camiseta básica;vestuario;3;49,90;marketplace
P10676;01/04/2026;Calça jeans;vestuario;5;R$ 129,90;site
P10677;01-02-26;Calça jeans;vestuario;3;129,90;loja
P10678;2026-02-17;Camiseta básica;VESTUARIO;2;R$ 49,90;site
P10679;2026-05-25;CAMISETA BÁSICA;vestuario;5;49.90;site
P10680;08-01-26;Tênis corrida;  calcados ;3;299,00;site
P10681;26-04-26;Chinelo slide;calcados;3;R$ 39,90;marketplace
P10682;2026-02-22;Óculos de sol;acessorios;3;R$ 149,00;site
P10683;11/05/2026;Mochila urbana;acessorios;5;R$ 189,00;site
P10684;6/6/2026;Camiseta básica;vestuario;3;49,90;site
P10685;04/05/2026;Camiseta básica
P10205;26-05-26;Mochila urbana;ACESSORIOS;5;189.00;site
P10686;2026-03-08;Boné aba reta;acessorios;1;59,90;site
P10687;17/02/2026;Jaqueta corta-vento;vestuario;1;219.90;marketplace
P10688;3/4/2026;Boné aba reta;ACESSORIOS;2;59,90;marketplace
P10689;14/5/2026;Boné aba reta;acessorios;2;59,90;loja
P10690;17/3/2026;Boné aba reta;ACESSORIOS;1;59,90;site
P10691;21-05-26;Mochila urbana;ACESSORIOS;2;189.00;loja
P10692;24/2/2026;Chinelo slide;calcados;1;39.90;loja
P10693;2026-03-17;Camiseta básica;vestuario;5;49.90;marketplace
P10694;03-02-26;Calça jeans;vestuario;3;129,90;loja
P10695;2026-03-28;Chinelo slide;calcados;2;39,90;marketplace
P10696;15/02/2026;Meia kit 3;vestuario;1;24,50;marketplace
P10697;9/3/2026;Chinelo slide;CALCADOS;3;R$ 39,90;loja
P10698;15-01-26;Boné aba reta;ACESSORIOS;4;R$ 59,90;loja
P10699;23-02-26;Óculos de sol;acessorios;2;149.00;loja
P10700;2026-01-20;Camiseta básica;vestuario;3;49.90;marketplace
P10701;28/1/2026;Bermuda tactel;vestuario;1;69,90;loja
P10702;23-05-26;Camiseta básica;vestuario;3;49.90;loja
P10703;23/6/2026;Mochila urbana;acessorios;3;189,00;loja
P10704;2026-06-13;Calça jeans;vestuario;3;129,90;marketplace
P10705;12/2/2026;Camiseta básica;vestuario;1;49,90;site
P10706;2026-03-05;Tênis corrida;  calcados ;3;R$ 299,00;marketplace
P10707;11/06/2026;Jaqueta corta-vento;vestuario;4;219,90;loja
P10708;2026-04-08;Calça jeans;vestuario;1;R$ 129,90;site
P10709;03-05-26;Jaqueta corta-vento;VESTUARIO;5;219,90;site
P10710;2/4/2026;Bermuda tactel;vestuario;2;69.90;loja
P10711;2026-04-27;Camiseta básica;VESTUARIO;5;49,90;marketplace
P10712;18/4/2026;Camiseta básica;vestuario;1;49,90;site
P10577;2026-01-01;Meia kit 3;vestuario;5;24,50;loja
P10713;23/6/2026;Tênis corrida;CALCADOS;1;R$ 299,00;marketplace
P10714;2026-01-22;Calça jeans;vestuario;4;129.90;loja
P10715;04-05-26;Bermuda tactel;vestuario;5;69,90;site
P10716;16-02-26;Chinelo slide;calcados;4;R$ 39,90;loja
P10486;2026-01-09;Boné aba reta;acessorios;4;59.90;site
P10717;4/3/2026;Óculos de sol;acessorios;3;149,00;loja
P10718;10/05/2026;Chinelo slide;calcados;3;39,90;site
P10719;2026-01-24;JAQUETA CORTA-VENTO;vestuario;2;219,90;site
P10720;2026-01-12;TÊNIS CORRIDA;CALCADOS;3;299.00;marketplace
P10721;2026-02-19;Jaqueta corta-vento;vestuario;3;219,90;site
P10722;2026-03-28;Boné aba reta;acessorios;3;59,90;site
P10723;09/05/2026;Calça jeans;vestuario;2;129.90;loja
P10724;2026-01-13;Calça jeans;vestuario;5;129,90;site
P10725;03/06/2026;Tênis corrida;CALCADOS;4;299,00;marketplace
P10726;27-05-26;Calça jeans;vestuario;5;R$ 129,90;loja
P10727;12/03/2026;Mochila urbana;acessorios;2;R$ 189,00;site

P10334;19/6/2026;Jaqueta corta-vento;  vestuario ;1;219,90;site
P10728;21-06-26;Camiseta básica;VESTUARIO;3;R$ 49,90;marketplace
P10729;09/05/2026;Meia kit 3;  vestuario ;5;24,50;marketplace
P10730;23/4/2026;Bermuda tactel;vestuario;2;69.90;site
P10731;11/02/2026;Boné aba reta;acessorios;4;59,90;site

P10732;2026-03-25;Chinelo slide;  calcados ;5;39,90;marketplace
P10733;19/4/2026;Chinelo slide;calcados;5;R$ 39,90;marketplace
P10734;2026-04-10;Mochila urbana;acessorios;5;189,00;marketplace
P10735;2026-06-13;Calça jeans;vestuario;4;129,90;site
P10736;12/06/2026;BONÉ ABA RETA;acessorios;2;R$ 59,90;loja
P10737;2/6/2026;Boné aba reta;acessorios;1;59,90;loja
P10738;01/04/2026;Meia kit 3;vestuario;4;R$ 24,50;loja
P10739;01/04/2026;Bermuda tactel;vestuario;1;69,90;loja
P10740;2026-04-02;Meia kit 3;vestuario;3;24,50;loja
P10741;07-02-26;Boné aba reta;acessorios;1;59.90;marketplace
P10742;13-02-26;Camiseta básica;vestuario;4;49,90;site
P10743;16-01-26;Meia kit 3;VESTUARIO;1;24.50;marketplace
P10744;2026-04-19;Óculos de sol;acessorios;2;149.00;loja
P10745;02-05-26;Boné aba reta;  acessorios ;3;59.90;loja
P10746;2026-02-18;Jaqueta corta-vento;vestuario;5;219.90;site
P10747;12/5/2026;MEIA KIT 3;vestuario;3;24,50;loja
P10748;21-01-26;Jaqueta corta-vento;VESTUARIO;3;219,90;marketplace
P10749;08/04/2026;Boné aba reta;acessorios;5;R$ 59,90;site
P10750;26-06-26;Mochila urbana;acessorios;3;189,00;site
P10751;08-02-26;BONÉ ABA RETA;acessorios;3;R$ 59,90;site
P10752;27/06/2026;Meia kit 3;vestuario;2;24.50;marketplace
P10753;2026-02-24;Chinelo slide;calcados;3;R$ 39,90;loja
P10754;2026-06-26;Chinelo slide;calcados;5;39.90;site
P10755;10-03-26;Jaqueta corta-vento;vestuario;4;219,90;site
P10756;20-05-26;Chinelo slide;calcados;1;39,90;site
P10757;05/05/2026;Mochila urbana;  acessorios ;5;189,00;loja
P10758;2026-03-18;Boné aba reta;acessorios;4;R$ 59,90;site
P10759;28/02/2026;Bermuda tactel;vestuario;3;R$ 69,90;loja
P10760;23/6/2026;Calça jeans;VESTUARIO;4;129,90;loja
P10761;20/02/2026;Calça jeans;VESTUARIO;5;129.90;loja
P10762;6/3/2026;Calça jeans;VESTUARIO;3;129,90;site
P10763;20-01-26;Óculos de sol;acessorios;4;149,00;site
P10764;02-05-26;Mochila urbana;ACESSORIOS;4;189,00;marketplace
P10765;2026-05-17;Óculos de sol;acessorios;3;149.00;marketplace
P10766;4/3/2026;Mochila urbana;acessorios;3;189,00;loja
P10767;10/01/2026;Óculos de sol;acessorios;1;149,00;marketplace
P10768;12/05/2026;Óculos de sol;acessorios;1;149,00;loja
P10769;11/6/2026;MEIA KIT 3;vestuario;4;24,50;marketplace
P10770;2026-01-08;Chinelo slide;calcados;3;ERRO_IMPORT;marketplace
P10771;06-06-26;JAQUETA CORTA-VENTO;VESTUARIO;3;219,90;loja
P10772;13/01/2026;Camiseta básica
P10773;25/03/2026;Camiseta básica;vestuario;5;R$ 49,90;loja
P10774;26-03-26;Boné aba reta;acessorios;1;59.90;site
P10775;2026-05-04;Meia kit 3;  vestuario ;4;24,50;site
P10776;5/4/2026;Camiseta básica;vestuario;3;49,90;marketplace
P10777;17-03-26;Bermuda tactel;  vestuario ;5;69,90;loja
P10778;12-01-26;Chinelo slide;calcados;3;39,90;site
P10779;24-01-26;Mochila urbana;acessorios;2;189,00;site
P10780;28-05-26;BERMUDA TACTEL;vestuario;1;69,90;site
P10781;23/02/2026;Óculos de sol;  acessorios ;1;149,00;marketplace
P10782;10/04/2026;Calça jeans;vestuario;1;129.90;loja
P10783;14/3/2026;Bermuda tactel;vestuario;3;R$ 69,90;site
P10784;2026-03-09;Tênis corrida;calcados;3;299.00;marketplace
